Complaint ID,Complaint Date,Mode,Product,Feature,Response Time,Rating
1846469,1/1/13,Call,Credit Card,Upgrade Card,13,5
665708,1/1/13,Website,Credit Card,Bill Payment,19,5
1650911,1/1/13,In Person,Credit Card,Bill Payment,18,5
1420292,1/1/13,Website,Credit Card,Upgrade Card,15,5
1324467,1/1/13,Call,Credit Card,Bill Payment,17,5
2416121,1/1/13,Email,Credit Card,Bill Payment,13,5
1435290,1/1/13,Call,Credit Card,Bill Payment,19,5
2356704,1/1/13,Email,Credit Card,Bill Payment,18,5
1884366,1/1/13,In Person,Credit Card,Bill Payment,15,5
2094920,1/1/13,In Person,Credit Card,Bill Payment,17,5
889395,1/1/13,In Person,Credit Card,Upgrade Card,13,5
555469,1/1/13,In Person,Credit Card,Point-of-Sale,19,5
1794874,1/1/13,In Person,Credit Card,Increase Credit Limit,18,5
1871111,1/1/13,Website,Credit Card,Bill Payment,15,5
1941780,1/1/13,In Person,Credit Card,Bill Payment,17,5
1310946,1/1/13,Call,Credit Card,Bill Payment,13,5
1160998,1/1/13,Email,Credit Card,Point-of-Sale,19,5
1155878,1/1/13,Call,Credit Card,Upgrade Card,18,5
431811,1/1/13,Call,Credit Card,Increase Credit Limit,15,5
1981149,1/1/13,In Person,Credit Card,Upgrade Card,17,5
1430999,1/1/13,Email,Credit Card,Bill Payment,13,5
209482,1/1/13,Website,Credit Card,Bill Payment,19,5
2011939,1/1/13,Website,Credit Card,Bill Payment,18,5
1487386,1/1/13,Email,Credit Card,Bill Payment,15,5
1172448,1/1/13,Email,Credit Card,Bill Payment,17,5
1693014,1/1/13,In Person,Credit Card,Bill Payment,13,5
434031,1/1/13,Website,Credit Card,Bill Payment,19,5
1102968,1/1/13,Call,Credit Card,Bill Payment,18,5
2357670,1/1/13,Website,Credit Card,Upgrade Card,15,5
1938387,1/1/13,Call,Credit Card,Bill Payment,17,5
2148584,1/1/13,Email,Credit Card,Bill Payment,13,5
2207360,1/1/13,Website,Credit Card,Bill Payment,19,5
1241561,1/1/13,Website,Credit Card,Bill Payment,18,5
658791,1/1/13,In Person,Credit Card,Bill Payment,15,5
1335771,1/1/13,Email,Credit Card,Bill Payment,17,5
1859379,1/1/13,Website,Credit Card,Bill Payment,13,5
1761051,1/1/13,In Person,Credit Card,Bill Payment,19,5
178248,1/1/13,In Person,Credit Card,Bill Payment,18,5
1973971,1/1/13,Website,Credit Card,Increase Credit Limit,15,5
618768,1/1/13,In Person,Credit Card,Bill Payment,17,5
762868,1/1/13,In Person,Credit Card,Bill Payment,13,5
1887138,1/1/13,In Person,Credit Card,Bill Payment,19,5
1847127,1/1/13,Website,Credit Card,Bill Payment,18,5
1479640,1/1/13,Email,Credit Card,Bill Payment,15,5
840376,1/1/13,Call,Credit Card,Bill Payment,17,5
1830345,1/1/13,Website,Credit Card,Upgrade Card,13,5
2211219,1/1/13,Email,Credit Card,Bill Payment,19,5
2385607,1/1/13,Email,Credit Card,Increase Credit Limit,18,5
2141809,1/1/13,Call,Credit Card,Upgrade Card,15,5
2411158,1/1/13,Website,Credit Card,Bill Payment,17,5
2069590,1/1/13,In Person,Credit Card,Bill Payment,13,5
867565,1/1/13,Website,Credit Card,Bill Payment,19,5
2005531,1/1/13,Call,Credit Card,Upgrade Card,18,5
2343051,1/1/13,Call,Credit Card,Bill Payment,15,5
852032,1/1/13,Website,Credit Card,Bill Payment,17,5
1076849,1/1/13,In Person,Credit Card,Bill Payment,13,5
2000252,1/1/13,In Person,Credit Card,Bill Payment,19,5
1959085,1/1/13,Email,Credit Card,Upgrade Card,18,5
2371883,1/1/13,In Person,Credit Card,Bill Payment,15,5
1815829,1/1/13,In Person,Credit Card,Point-of-Sale,17,5
2180102,1/1/13,Website,Credit Card,Bill Payment,13,5
2292842,1/1/13,Email,Credit Card,Bill Payment,19,5
2039040,1/1/13,In Person,Credit Card,Upgrade Card,18,5
1685070,1/1/13,Website,Credit Card,Bill Payment,15,5
1993668,1/1/13,In Person,Credit Card,Bill Payment,17,5
2351173,1/1/13,Call,Credit Card,Upgrade Card,13,5
802045,1/1/13,Website,Credit Card,Bill Payment,19,5
2409257,1/1/13,In Person,Credit Card,Bill Payment,18,5
1290751,1/1/13,Email,Credit Card,Bill Payment,15,5
1985380,1/1/13,Email,Credit Card,Bill Payment,17,5
829508,1/1/13,Call,Credit Card,Bill Payment,13,5
1043437,1/1/13,In Person,Credit Card,Bill Payment,19,5
1055944,1/1/13,In Person,Credit Card,Upgrade Card,18,5
2365104,1/1/13,Call,Credit Card,Bill Payment,15,5
1543804,1/1/13,Website,Credit Card,Bill Payment,17,5
918307,1/1/13,Email,Credit Card,Bill Payment,13,5
891372,1/1/13,In Person,Credit Card,Bill Payment,19,5
1492393,1/1/13,Website,Credit Card,Bill Payment,18,5
375629,1/1/13,Call,Credit Card,Bill Payment,15,5
1843146,1/1/13,Website,Credit Card,Bill Payment,17,5
1837895,1/1/13,Website,Credit Card,Upgrade Card,13,5
1543730,1/1/13,Website,Credit Card,Bill Payment,19,5
587589,1/1/13,Call,Credit Card,Bill Payment,18,5
2280821,1/1/13,In Person,Credit Card,Bill Payment,15,5
759395,1/1/13,Website,Credit Card,Bill Payment,17,5
2203253,1/1/13,Email,Credit Card,Bill Payment,13,5
2163847,1/1/13,Call,Credit Card,Bill Payment,19,5
892123,1/1/13,Website,Credit Card,Bill Payment,18,5
2302332,1/1/13,Email,Credit Card,Upgrade Card,15,5
869836,1/1/13,Website,Credit Card,Bill Payment,17,5
1375858,1/1/13,Website,Credit Card,Bill Payment,13,5
1384097,1/1/13,Website,Credit Card,Bill Payment,19,5
2335315,1/1/13,Website,Credit Card,Bill Payment,18,5
398369,1/1/13,In Person,Credit Card,Bill Payment,15,5
1032188,1/1/13,Email,Credit Card,Increase Credit Limit,17,5
664509,1/1/13,Call,Credit Card,Bill Payment,13,5
2406619,1/1/13,Website,Credit Card,Increase Credit Limit,19,5
714226,1/1/13,Website,Credit Card,Bill Payment,18,5
1813777,1/1/13,Email,Credit Card,Bill Payment,15,5
2192671,1/1/13,Website,Credit Card,Bill Payment,17,5
951729,1/1/13,Call,Credit Card,Bill Payment,13,5
939929,1/1/13,Call,Credit Card,Increase Credit Limit,19,5
1602246,1/1/13,Call,Credit Card,Bill Payment,18,5
1829671,1/1/13,In Person,Credit Card,Bill Payment,15,5
2397144,1/1/13,Email,Credit Card,Increase Credit Limit,17,5
1685226,1/1/13,Email,Credit Card,Bill Payment,13,5
2312912,1/1/13,Email,Credit Card,Bill Payment,19,5
2251053,1/1/13,Call,Credit Card,Upgrade Card,18,5
980598,1/1/13,Call,Credit Card,Bill Payment,15,5
2137017,1/1/13,Website,Credit Card,Point-of-Sale,17,5
1248552,1/1/13,Email,Credit Card,Upgrade Card,13,5
890221,1/1/13,Call,Credit Card,Bill Payment,19,5
1336543,1/1/13,In Person,Credit Card,Bill Payment,18,5
2393463,1/1/13,Website,Credit Card,Increase Credit Limit,15,5
1363227,1/1/13,Email,Credit Card,Bill Payment,17,5
1975646,1/1/13,Email,Credit Card,Bill Payment,13,5
2256091,1/1/13,Website,Credit Card,Upgrade Card,19,5
1984706,1/1/13,Email,Credit Card,Bill Payment,18,5
1889908,1/1/13,Website,Credit Card,Upgrade Card,15,5
2306743,1/1/13,In Person,Credit Card,Bill Payment,17,5
2190545,1/1/13,Website,Credit Card,Bill Payment,13,5
1890893,1/1/13,In Person,Credit Card,Point-of-Sale,19,5
2207120,1/1/13,In Person,Credit Card,Bill Payment,18,5
2442683,1/1/13,In Person,Credit Card,Bill Payment,15,5
1486774,1/1/13,In Person,Credit Card,Bill Payment,17,5
2426413,1/1/13,Website,Credit Card,Bill Payment,13,5
1617591,1/1/13,In Person,Credit Card,Bill Payment,19,5
2417715,1/1/13,Website,Credit Card,Bill Payment,18,5
2171781,1/1/13,Email,Credit Card,Bill Payment,15,5
370139,1/1/13,Call,Credit Card,Bill Payment,17,5
1857338,1/1/13,Email,Credit Card,Bill Payment,13,5
312546,1/1/13,In Person,Credit Card,Point-of-Sale,19,5
1982070,1/1/13,Call,Credit Card,Bill Payment,18,5
719630,1/1/13,In Person,Credit Card,Bill Payment,15,5
1092439,1/1/13,Email,Credit Card,Bill Payment,17,5
1237452,1/1/13,Website,Credit Card,Bill Payment,13,5
1295248,1/1/13,Email,Credit Card,Bill Payment,19,5
1382104,1/1/13,Email,Credit Card,Bill Payment,18,5
1165821,1/1/13,In Person,Credit Card,Bill Payment,15,5
856672,1/1/13,Email,Credit Card,Bill Payment,17,5
1360534,1/1/13,In Person,Credit Card,Bill Payment,13,5
667383,1/1/13,Website,Credit Card,Increase Credit Limit,19,5
2351835,1/1/13,Email,Credit Card,Upgrade Card,18,5
2019688,1/1/13,Website,Credit Card,Bill Payment,15,5
1242129,1/1/13,Website,Credit Card,Bill Payment,17,5
1929147,1/1/13,Website,Credit Card,Bill Payment,13,5
1258622,1/1/13,Email,Credit Card,Bill Payment,19,5
1205861,1/1/13,In Person,Credit Card,Bill Payment,18,5
1915043,1/1/13,Call,Credit Card,Bill Payment,15,5
809274,1/1/13,Call,Credit Card,Increase Credit Limit,17,5
1638718,1/1/13,Website,Credit Card,Bill Payment,13,5
792937,1/1/13,Website,Credit Card,Bill Payment,19,5
2033865,1/1/13,Website,Credit Card,Upgrade Card,18,5
1351376,1/1/13,In Person,Credit Card,Upgrade Card,15,5
1964184,1/1/13,Call,Credit Card,Bill Payment,17,5
901341,1/1/13,Website,Credit Card,Bill Payment,13,5
683888,1/1/13,Email,Credit Card,Bill Payment,19,5
970874,1/1/13,Website,Credit Card,Bill Payment,18,5
857372,1/1/13,Email,Credit Card,Bill Payment,15,5
1088306,1/1/13,Website,Credit Card,Increase Credit Limit,17,5
1789672,1/1/13,Email,Credit Card,Bill Payment,13,5
2110722,2/1/13,In Person,Credit Card,Point-of-Sale,10,5
1816251,2/2/13,In Person,Credit Card,Point-of-Sale,10,5
916696,2/1/13,In Person,Credit Card,Point-of-Sale,10,5
1852373,2/2/13,Call,Credit Card,Point-of-Sale,10,5
2130445,2/1/13,Website,Credit Card,Point-of-Sale,10,5
399591,2/2/13,Call,Credit Card,Point-of-Sale,10,5
2250848,2/1/13,In Person,Credit Card,Point-of-Sale,10,5
399692,2/2/13,In Person,Credit Card,Point-of-Sale,10,5
964564,2/1/13,Email,Credit Card,Point-of-Sale,10,5
1998626,2/2/13,Website,Credit Card,Point-of-Sale,10,5
2267255,2/1/13,Website,Credit Card,Point-of-Sale,10,5
820619,2/2/13,Website,Credit Card,Point-of-Sale,10,5
1354414,2/1/13,Call,Credit Card,Point-of-Sale,10,5
1878885,2/2/13,Website,Credit Card,Point-of-Sale,10,5
1293154,2/1/13,In Person,Credit Card,Point-of-Sale,10,5
245453,2/2/13,Email,Credit Card,Point-of-Sale,10,5
1319423,2/1/13,Website,Credit Card,Point-of-Sale,10,5
1974518,2/2/13,Email,Credit Card,Point-of-Sale,10,5
2090586,2/1/13,Call,Credit Card,Point-of-Sale,10,5
2375524,2/2/13,Website,Credit Card,Point-of-Sale,10,5
1182306,2/1/13,Website,Credit Card,Point-of-Sale,10,5
945114,2/2/13,Call,Credit Card,Point-of-Sale,10,5
418266,2/1/13,Email,Credit Card,Point-of-Sale,10,5
1524776,2/2/13,Email,Credit Card,Point-of-Sale,10,5
1650040,2/1/13,In Person,Credit Card,Point-of-Sale,10,5
1472538,2/2/13,Email,Credit Card,Point-of-Sale,10,5
2398632,2/1/13,Call,Credit Card,Point-of-Sale,10,5
2439253,2/2/13,Website,Credit Card,Point-of-Sale,10,5
935113,2/1/13,Website,Credit Card,Point-of-Sale,10,5
1846830,2/2/13,Email,Credit Card,Point-of-Sale,10,5
2404531,2/1/13,Email,Credit Card,Point-of-Sale,10,5
2133980,2/2/13,Website,Credit Card,Point-of-Sale,10,5
1333279,2/1/13,Email,Credit Card,Point-of-Sale,10,5
209121,2/2/13,Website,Credit Card,Point-of-Sale,10,5
939663,2/1/13,In Person,Credit Card,Point-of-Sale,10,5
1284075,2/2/13,Website,Credit Card,Point-of-Sale,10,5
2269009,2/1/13,Website,Credit Card,Point-of-Sale,10,5
458096,2/2/13,In Person,Credit Card,Point-of-Sale,10,5
1129750,2/1/13,Website,Credit Card,Point-of-Sale,10,5
1206003,2/2/13,In Person,Credit Card,Point-of-Sale,10,5
1562392,2/1/13,Call,Credit Card,Point-of-Sale,10,5
2404551,2/2/13,Call,Credit Card,Point-of-Sale,10,5
342123,2/1/13,Email,Credit Card,Point-of-Sale,10,5
2026575,2/2/13,In Person,Credit Card,Point-of-Sale,10,5
2431845,2/1/13,In Person,Credit Card,Point-of-Sale,10,5
2098116,2/2/13,Call,Credit Card,Point-of-Sale,10,5
830433,2/1/13,Call,Credit Card,Point-of-Sale,10,5
207391,2/2/13,Website,Credit Card,Point-of-Sale,10,5
2441845,2/1/13,Email,Credit Card,Point-of-Sale,10,5
2388906,2/2/13,Website,Credit Card,Point-of-Sale,10,5
1255083,2/1/13,Email,Credit Card,Point-of-Sale,10,5
621120,2/2/13,Email,Credit Card,Point-of-Sale,10,5
2373486,2/1/13,In Person,Credit Card,Point-of-Sale,10,5
601104,2/2/13,Website,Credit Card,Point-of-Sale,10,5
1458071,2/1/13,Call,Credit Card,Point-of-Sale,10,5
1905347,2/2/13,Email,Credit Card,Point-of-Sale,10,5
670875,2/1/13,Email,Credit Card,Point-of-Sale,10,5
2024571,2/2/13,Website,Credit Card,Point-of-Sale,10,5
1118466,2/1/13,In Person,Credit Card,Point-of-Sale,10,5
2017600,2/2/13,Call,Credit Card,Point-of-Sale,10,5
881886,2/1/13,Website,Credit Card,Point-of-Sale,10,5
840315,2/2/13,Email,Credit Card,Point-of-Sale,10,5
1571067,2/1/13,In Person,Credit Card,Point-of-Sale,10,5
2428797,2/2/13,Call,Credit Card,Point-of-Sale,10,5
1715867,2/1/13,Email,Credit Card,Point-of-Sale,10,5
1020439,2/2/13,Email,Credit Card,Point-of-Sale,10,5
370096,2/1/13,Call,Credit Card,Point-of-Sale,10,5
2200557,2/2/13,Website,Credit Card,Point-of-Sale,10,5
1852526,2/1/13,Website,Credit Card,Point-of-Sale,10,5
2020431,2/2/13,In Person,Credit Card,Point-of-Sale,10,5
2414732,2/1/13,Call,Credit Card,Point-of-Sale,10,5
1927622,2/2/13,Website,Credit Card,Point-of-Sale,10,5
1092558,2/1/13,Website,Credit Card,Point-of-Sale,10,5
2210352,2/2/13,Email,Credit Card,Point-of-Sale,10,5
593030,2/1/13,In Person,Credit Card,Point-of-Sale,10,5
1661445,2/2/13,Email,Credit Card,Point-of-Sale,10,5
1074615,2/1/13,Email,Credit Card,Point-of-Sale,10,5
1930125,2/2/13,Call,Credit Card,Point-of-Sale,10,5
2432527,2/1/13,Call,Credit Card,Point-of-Sale,10,5
1811144,2/2/13,In Person,Credit Card,Point-of-Sale,10,5
662636,2/1/13,Website,Credit Card,Point-of-Sale,10,5
2256713,2/2/13,Email,Credit Card,Point-of-Sale,10,5
2217723,2/1/13,Email,Credit Card,Point-of-Sale,10,5
708188,2/2/13,In Person,Credit Card,Point-of-Sale,10,5
2424925,2/1/13,In Person,Credit Card,Point-of-Sale,10,5
1642359,2/2/13,Website,Credit Card,Point-of-Sale,10,5
1224285,2/1/13,Call,Credit Card,Point-of-Sale,10,5
535542,2/2/13,Call,Credit Card,Point-of-Sale,10,5
2075761,2/1/13,Website,Credit Card,Point-of-Sale,10,5
610738,2/2/13,Website,Credit Card,Point-of-Sale,10,5
2086634,2/1/13,Website,Credit Card,Point-of-Sale,10,5
962824,2/2/13,Website,Credit Card,Point-of-Sale,10,4
1326565,2/1/13,Call,Credit Card,Point-of-Sale,10,4
336817,2/2/13,In Person,Credit Card,Point-of-Sale,10,4
881207,2/1/13,Call,Credit Card,Point-of-Sale,10,4
1918472,2/2/13,In Person,Credit Card,Point-of-Sale,10,4
773729,2/1/13,Website,Credit Card,Point-of-Sale,10,4
2197340,2/2/13,Website,Credit Card,Point-of-Sale,10,4
1859964,2/1/13,Website,Credit Card,Point-of-Sale,10,4
2285598,2/2/13,Call,Credit Card,Point-of-Sale,10,4
1386396,2/1/13,Call,Credit Card,Point-of-Sale,10,4
1603614,2/2/13,Email,Credit Card,Point-of-Sale,10,4
2311149,2/1/13,Email,Credit Card,Point-of-Sale,10,4
2355599,2/2/13,In Person,Credit Card,Point-of-Sale,10,4
588520,2/1/13,Call,Credit Card,Point-of-Sale,10,4
1612246,2/2/13,In Person,Credit Card,Point-of-Sale,10,4
1506870,2/1/13,Email,Credit Card,Point-of-Sale,10,4
661159,2/2/13,Website,Credit Card,Point-of-Sale,10,4
2209692,2/1/13,In Person,Credit Card,Point-of-Sale,10,4
1366042,2/2/13,Website,Credit Card,Point-of-Sale,10,4
1679375,2/1/13,Call,Credit Card,Point-of-Sale,10,4
535669,2/2/13,Website,Credit Card,Point-of-Sale,10,4
977404,2/1/13,In Person,Credit Card,Point-of-Sale,10,4
1925871,2/2/13,Website,Credit Card,Increase Credit Limit,10,5
1249655,2/1/13,In Person,Credit Card,Increase Credit Limit,10,5
2027175,2/2/13,In Person,Credit Card,Increase Credit Limit,10,5
2385462,2/1/13,In Person,Credit Card,Increase Credit Limit,10,5
2329426,2/2/13,Website,Credit Card,Increase Credit Limit,10,5
318170,2/1/13,In Person,Credit Card,Increase Credit Limit,10,5
471522,2/2/13,In Person,Credit Card,Increase Credit Limit,10,5
1291705,2/1/13,Email,Credit Card,Increase Credit Limit,10,5
572500,2/2/13,Website,Credit Card,Increase Credit Limit,10,5
682034,2/1/13,Email,Credit Card,Increase Credit Limit,10,5
810778,2/2/13,Email,Credit Card,Increase Credit Limit,10,5
1669748,2/1/13,Email,Credit Card,Increase Credit Limit,10,5
1470617,2/2/13,In Person,Credit Card,Increase Credit Limit,10,5
353299,2/1/13,Call,Credit Card,Increase Credit Limit,10,5
1720322,2/2/13,Email,Credit Card,Increase Credit Limit,10,5
2405505,2/1/13,In Person,Credit Card,Increase Credit Limit,10,5
917144,2/2/13,In Person,Credit Card,Increase Credit Limit,10,5
313673,2/1/13,Call,Credit Card,Increase Credit Limit,10,5
1805680,2/2/13,In Person,Credit Card,Increase Credit Limit,10,5
1970410,2/1/13,Email,Credit Card,Increase Credit Limit,10,5
1833618,2/2/13,Call,Credit Card,Increase Credit Limit,10,5
405561,2/1/13,Call,Credit Card,Increase Credit Limit,10,5
1250733,2/2/13,Call,Credit Card,Increase Credit Limit,10,5
1358435,2/1/13,Email,Credit Card,Increase Credit Limit,10,5
922323,2/2/13,Email,Credit Card,Increase Credit Limit,10,5
1780120,2/1/13,Website,Credit Card,Increase Credit Limit,10,5
1353072,2/2/13,Website,Credit Card,Increase Credit Limit,10,5
1630471,2/1/13,Email,Credit Card,Increase Credit Limit,10,5
1732603,2/2/13,Call,Credit Card,Increase Credit Limit,10,5
505685,2/1/13,In Person,Credit Card,Increase Credit Limit,10,5
2198592,2/2/13,Website,Credit Card,Increase Credit Limit,10,5
514445,2/1/13,Website,Credit Card,Increase Credit Limit,10,5
702160,2/2/13,Email,Credit Card,Increase Credit Limit,10,5
1561630,2/1/13,In Person,Credit Card,Increase Credit Limit,10,5
333632,2/2/13,Email,Credit Card,Increase Credit Limit,10,5
1316095,2/1/13,Email,Credit Card,Increase Credit Limit,10,5
1011060,2/2/13,Call,Credit Card,Increase Credit Limit,10,5
737926,2/1/13,In Person,Credit Card,Increase Credit Limit,10,5
1826091,2/2/13,Website,Credit Card,Increase Credit Limit,10,5
2112662,2/1/13,Email,Credit Card,Increase Credit Limit,10,5
1270672,2/2/13,Call,Credit Card,Increase Credit Limit,10,5
590855,2/1/13,Website,Credit Card,Increase Credit Limit,10,5
915098,2/2/13,Website,Credit Card,Increase Credit Limit,10,5
401794,2/1/13,Website,Credit Card,Increase Credit Limit,10,5
841994,2/2/13,Email,Credit Card,Increase Credit Limit,10,5
2435812,2/1/13,Call,Credit Card,Increase Credit Limit,10,5
914501,2/2/13,Email,Credit Card,Increase Credit Limit,10,5
2398002,2/1/13,In Person,Credit Card,Increase Credit Limit,10,5
743850,2/2/13,Email,Credit Card,Increase Credit Limit,10,5
1655347,2/1/13,In Person,Credit Card,Increase Credit Limit,10,5
832014,2/2/13,Email,Credit Card,Increase Credit Limit,10,5
1894845,2/1/13,In Person,Credit Card,Increase Credit Limit,10,5
1419674,2/2/13,Call,Credit Card,Increase Credit Limit,10,5
1359907,2/1/13,Website,Credit Card,Increase Credit Limit,10,5
2090887,2/2/13,Website,Credit Card,Increase Credit Limit,10,5
2271167,2/1/13,Email,Credit Card,Increase Credit Limit,10,5
876545,2/2/13,Email,Credit Card,Increase Credit Limit,10,5
2052987,2/1/13,Call,Credit Card,Increase Credit Limit,10,5
2119590,2/2/13,Email,Credit Card,Increase Credit Limit,10,5
1881681,2/1/13,Email,Credit Card,Increase Credit Limit,10,5
2345537,2/2/13,Call,Credit Card,Increase Credit Limit,10,5
1487436,2/1/13,In Person,Credit Card,Increase Credit Limit,10,5
1928861,2/2/13,Call,Credit Card,Increase Credit Limit,10,5
1606836,2/1/13,Call,Credit Card,Increase Credit Limit,10,5
899524,2/2/13,In Person,Credit Card,Increase Credit Limit,10,5
1867021,2/1/13,Email,Credit Card,Increase Credit Limit,10,5
994187,2/2/13,Call,Credit Card,Increase Credit Limit,10,5
1531502,2/1/13,Email,Credit Card,Increase Credit Limit,10,5
2224489,2/2/13,Email,Credit Card,Increase Credit Limit,10,5
1212412,2/1/13,Website,Credit Card,Increase Credit Limit,10,5
2253283,2/2/13,Call,Credit Card,Increase Credit Limit,10,5
1951668,2/1/13,Call,Credit Card,Increase Credit Limit,10,5
1153913,2/2/13,In Person,Credit Card,Increase Credit Limit,10,5
1171633,2/1/13,Call,Credit Card,Increase Credit Limit,10,5
2126131,2/2/13,Email,Credit Card,Increase Credit Limit,10,5
1134542,2/1/13,Call,Credit Card,Increase Credit Limit,10,5
718232,2/2/13,Website,Credit Card,Increase Credit Limit,10,5
1170134,2/1/13,Email,Credit Card,Increase Credit Limit,10,5
2358204,2/2/13,Website,Credit Card,Increase Credit Limit,10,5
869908,2/1/13,Email,Credit Card,Increase Credit Limit,10,4
2070478,2/2/13,Call,Credit Card,Increase Credit Limit,10,4
879881,2/1/13,Email,Credit Card,Increase Credit Limit,10,4
595162,2/2/13,Email,Credit Card,Increase Credit Limit,10,4
1049196,2/1/13,Website,Credit Card,Increase Credit Limit,10,4
1025033,2/2/13,Call,Credit Card,Increase Credit Limit,10,4
1258901,2/1/13,Website,Credit Card,Increase Credit Limit,10,4
2417295,2/2/13,Call,Credit Card,Increase Credit Limit,10,4
1168693,2/1/13,Call,Credit Card,Increase Credit Limit,10,4
521434,2/2/13,Website,Credit Card,Increase Credit Limit,10,4
2400653,2/1/13,Call,Credit Card,Increase Credit Limit,10,4
1360592,2/2/13,Website,Credit Card,Increase Credit Limit,10,4
2426497,2/1/13,Website,Credit Card,Increase Credit Limit,10,4
2217712,2/2/13,In Person,Credit Card,Increase Credit Limit,10,4
2012342,2/1/13,Email,Credit Card,Increase Credit Limit,10,4
2188705,2/2/13,Website,Credit Card,Increase Credit Limit,10,4
2420073,2/1/13,In Person,Credit Card,Increase Credit Limit,10,4
779880,2/2/13,In Person,Credit Card,Increase Credit Limit,10,4
1391491,2/1/13,Email,Credit Card,Increase Credit Limit,10,4
2402718,2/2/13,Call,Credit Card,Increase Credit Limit,10,4
2052821,2/1/13,In Person,Credit Card,Increase Credit Limit,10,4
2363245,2/2/13,Call,Credit Card,Increase Credit Limit,10,4
1183656,2/1/13,Website,Credit Card,Increase Credit Limit,10,4
1577292,2/2/13,In Person,Credit Card,Increase Credit Limit,10,4
985949,2/1/13,Website,Credit Card,Increase Credit Limit,10,4
1767949,2/2/13,In Person,Credit Card,Increase Credit Limit,10,4
2340587,2/1/13,Email,Credit Card,Increase Credit Limit,10,4
1814244,2/2/13,In Person,Credit Card,Increase Credit Limit,10,4
1527946,2/1/13,Call,Credit Card,Increase Credit Limit,10,4
495308,2/2/13,Call,Credit Card,Increase Credit Limit,10,4
2323527,2/1/13,Call,Credit Card,Increase Credit Limit,10,4
184629,2/2/13,Call,Credit Card,Increase Credit Limit,10,4
1207161,2/1/13,Website,Credit Card,Increase Credit Limit,10,4
1561626,2/2/13,In Person,Credit Card,Increase Credit Limit,10,4
1239251,2/1/13,Website,Credit Card,Upgrade Card,18,5
1946194,2/2/13,Email,Credit Card,Upgrade Card,18,5
1777135,2/1/13,Website,Credit Card,Upgrade Card,18,5
2401622,2/2/13,In Person,Credit Card,Upgrade Card,18,5
2007973,2/1/13,Email,Credit Card,Upgrade Card,18,5
2274211,2/2/13,Email,Credit Card,Upgrade Card,18,5
2408210,2/1/13,Website,Credit Card,Upgrade Card,18,5
2162573,2/2/13,Website,Credit Card,Upgrade Card,18,5
491618,2/1/13,In Person,Credit Card,Upgrade Card,18,5
2429873,2/2/13,In Person,Credit Card,Upgrade Card,18,5
1966005,2/1/13,Call,Credit Card,Upgrade Card,18,5
2363231,2/2/13,Email,Credit Card,Upgrade Card,18,5
2031699,2/1/13,In Person,Credit Card,Upgrade Card,18,5
1696125,2/2/13,In Person,Credit Card,Upgrade Card,18,5
2360094,2/1/13,Email,Credit Card,Upgrade Card,18,5
1746903,2/2/13,In Person,Credit Card,Upgrade Card,18,5
